개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,냉동냉장창고동수,냉동냉장창고면적,데이터갱신시점,도로명주소,법인여부명,보관요율,보관장소면적,상세영업상태명,상세영업상태코드,시설/장비현황,업태보관및창고업,업태운송및택배업,업태제조업,업태판매업,영업상태코드,일반창고동수,일반창고면적,전화번호,좌표정보(X),좌표정보(Y),지번주소,직원수,최종수정시점
3430000,2012343005332500003,2013-03-11,폐업,2022-11-07,,,,,41759,대동산업공사,I,0,0,2025-12-15 16:15:28,대구광역시 서구 국채보상로23길 13 (이현동),개인,,0,폐업,03,,,,,,03,1,1377,0535677748,339313.968196009    ,264434.172202312    ,대구광역시 서구 이현동 44번지 48호,,2022-11-07 16:50:19
3430000,2012343005332500002,2013-03-11,폐업,2017-06-05,,,,703-830,,(주)한진,I,0,0,2025-12-15 16:15:28,대구광역시 서구 국채보상로 5 (이현동),법인,,0,폐업,03,,,,,,03,1,1014.8,0535916904,338320.441560511    ,264380.823560052    ,대구광역시 서구  45번지 6호,,2018-08-08 14:26:31
3430000,2012343005332500001,2013-03-11,폐업,2018-06-29,,,,703-833,,대상주식회사,I,0,0,2025-12-15 16:15:28,대구광역시 서구 평리로21길 8 (중리동),법인,10000,0,폐업,03,"랙(rack)설치, 지게차 등",1,,,,03,1,3012.68,0535620365,,,대구광역시 서구 중리동 1166번지,4,2018-08-08 14:37:50
3430000,2012343005332500008,2013-03-11,폐업,2018-06-29,,,,703-830,,한국농수산식품유통공사,I,0,0,2025-12-15 16:15:28,대구광역시 서구 와룡로90길 61 (이현동),법인,,0,폐업,03,"지게차, 컨베이어, 목재파렛트, 차량계근장",1,,,,03,2,5289.26,0535670238,,,대구광역시 서구 이현동 48번지 109호,2,2018-08-08 14:32:07
3430000,2013343005332500001,2013-03-11,폐업,2020-01-14,,,,703-833,,대상주식회사,I,0,0,2025-12-15 16:15:28,대구광역시 서구 평리로21길 8 (중리동),법인,10000,0,폐업,03,"랙(rack)설치, 지게차 등",1,,,,03,1,3012.68,0535620365,,,대구광역시 서구 중리동 1166번지,4,2020-01-14 13:26:28
3430000,2023343010032500001,2023-08-28,폐업,2024-03-12,,,,,41756,쿠팡로지스틱스 서비스,I,0,0,2025-12-15 16:15:28,대구광역시 서구 평리로21길 20 (중리동),법인,,0,폐업,03,,,,,,03,1,4609,0215449898,338668.917103635    ,263372.739941999    ,대구광역시 서구 중리동 1165-14,,2024-04-01 14:48:27
3430000,2012343005332500007,2013-03-11,폐업,2018-06-29,,,,703-830,,(주)한진,I,0,0,2025-12-15 16:15:28,대구광역시 서구 국채보상로 5 (이현동),법인,2200,0,폐업,03,물류기기(자동C/V),1,,,,03,1,1183,0535935524,338320.441560511    ,264380.823560052    ,대구광역시 서구 이현동 45번지 6호,1,2018-08-08 14:32:44
3430000,2013343005332500009,2013-07-12,영업/정상,,,,,703-830,,(주) 신양보세물류,I,0,0,2025-12-15 16:15:28,대구광역시 서구 국채보상로 51 (이현동),법인,6000,0,영업중,01,"화물승강기 2기, 지게차 5대, 랙(rack)설치 등",1,,,,01,2,3444.025,0535590081,338718.824504981    ,264300.668845594    ,대구광역시 서구 이현동 42번지 275호,9,2021-03-25 09:34:39
3430000,2012343005332500004,2013-03-11,영업/정상,,,,,703-830,,동진무역,I,0,0,2025-12-15 16:15:28,대구광역시 서구 국채보상로5길 28 (이현동),개인,5000,0,영업중,01,"지게차, 원단",1,,,,01,1,1221.83,0535717740,338512.293390925    ,264499.830544156    ,대구광역시 서구 이현동 45번지 214호,1,2021-03-25 09:30:33
3430000,2023343010032500002,2023-08-18,영업/정상,,,,,,41754,쿠팡로지스틱스서비스 유한회사,I,0,0,2025-12-25 02:40:00,대구광역시 서구 국채보상로 5 (이현동),법인,,0,영업중,01,"창고, 사무실",1,1,,,01,3,4390,0215449898,338320.441560511    ,264380.823560052    ,대구광역시 서구 이현동 45-6,50,2025-12-23 15:55:48
3430000,2023343010032500003,2023-08-28,영업/정상,,,,,,41756,쿠팡로지스틱스서비스 유한회사,I,0,0,2025-12-25 02:40:00,"대구광역시 서구 와룡로69길 7, 중리동1053 창고시설(삼화식품(주) 주건출물제1동 (중리동)",법인,,6154,영업중,01,물류창고,1,1,,,01,1,6154,0215449898,,,대구광역시 서구 중리동 1053,50,2025-12-23 15:58:57
3430000,2020343010032500001,2020-07-09,영업/정상,,,,,,41758,씨제이대한통운(주),I,0,0,2025-12-15 16:15:28,대구광역시 서구 문화로 77 (이현동),법인,0,0,영업중,01,컨베이어 물류장비,,1,,,01,1,2911.1,0532113881,339106.459464672    ,264968.408329105    ,대구광역시 서구 이현동 42-41,7,2024-04-17 09:03:36
3450000,2025345008532500002,2025-10-13,영업/정상,,,,,,41504,쿠팡로지스틱스서비스 유한회사,I,0,0,2026-01-06 22:26:45,대구광역시 북구 유통단지로13길 8 (산격동),법인,,0,영업중,01,"테이블리픝,롤테이너,네트워크장비",,1,,,01,1,4809.91,15449898,,,대구광역시 북구 산격동 1580,10,2026-01-05 14:11:54
3450000,2013345008532500002,2013-03-05,폐업,2018-04-02,,,,702-814,,롯데로지스틱스(주),I,1,1203,2025-12-15 16:15:28,대구광역시 북구 노원로 106 (노원동3가),법인,,0,폐업,03,봉파렛트 등,,,1,,03,0,0,0533566888,,,대구광역시 북구 노원동3가 1044번지,1,2018-06-27 16:13:57
3450000,2013345008532500003,2013-03-06,폐업,2016-01-20,,,,702-872,,(주)대구물류센터,I,0,0,2025-12-15 16:15:28,대구광역시 북구 노원로 245 (침산동),법인,,0,폐업,03,,,,,,03,1,6244.98,0533577005,,,대구광역시 북구 침산동 821번지,,2017-04-06 14:53:46
3450000,2013345008532500004,2013-03-06,폐업,,,,,702-902,,로젠(주),I,0,0,2025-12-15 16:15:28,대구광역시 북구 매천로2길 58-50 (팔달동),법인,,0,폐업,03,,,,,,03,1,2028,0533117980,,,대구광역시 북구 팔달동 195-4,,2025-07-09 10:11:16
3450000,2013345008532500005,2013-03-06,폐업,2019-04-16,,,,702-872,,(주)천일택배,I,0,0,2025-12-15 16:15:28,대구광역시 북구 오봉로 166 (침산동),법인,,8405,폐업,03,,,,,,03,1,490,07071661033,,,대구광역시 북구 침산동 999번지,,2019-04-16 16:42:08
3450000,2013345008532500007,2013-03-06,폐업,2017-07-17,,,,702-845,,오뚜기물류서비스(주),I,1,1462.2,2025-12-15 16:15:28,대구광역시 북구 유통단지로7길 42 (산격동),법인,,0,폐업,03,,,,,,03,1,2314,0533834851,,,대구광역시 북구 산격동 1608번지,,2017-07-17 11:22:10
3450000,2018345008532500001,2018-04-26,폐업,2023-06-20,,,,,41555,롯데글로벌로지스(주),I,1,1203,2025-12-15 16:15:28,대구광역시 북구 노원로 106 (노원동3가),법인,,0,폐업,03,,,,,,03,0,0,0533515877,,,대구광역시 북구 노원동3가 1044번지,,2023-06-28 16:52:00
3450000,2021345008532500001,2021-03-05,영업/정상,,,,,,41505,오뚜기물류서비스(주),I,1,1872,2025-12-15 16:15:28,대구광역시 북구 유통단지로7길 42 (산격동),법인,,0,영업중,01,"냉동,냉장설비, 지게차",1,,,,01,1,3349.5,0312844066,,,대구광역시 북구 산격동 1608,1,2021-04-19 17:43:55
3450000,2013345008532500006,2013-03-06,영업/정상,,,,,702-814,,건영화물(주),I,0,0,2025-12-15 16:15:28,대구광역시 북구 노원로 125 (노원동3가),법인,,0,영업중,01,지게차 등,1,1,,,01,1,1121.46,0533543001,,,대구광역시 북구 노원동3가 185-1,7,2022-07-21 15:14:09
3450000,2012345008532500001,2013-03-05,제외/삭제/전출,,,,,702-815,,롯데로지스틱스(주),I,0,0,2025-12-15 16:15:28,대구광역시 북구 노원로 69 (노원동3가),법인,,0,타시군구이관,04,"파렛트랙,드라이브인랙 등",,,1,,05,2,2020,0533542275,,,대구광역시 북구 노원동3가 235번지,1,2017-04-06 14:59:44
3460000,2025346019332500001,2025-11-08,영업/정상,,,,,,42251,쿠팡로지스틱스(유),I,1,49948.02,2025-12-24 02:40:00,대구광역시 수성구 알파시티1로 255 (대흥동),법인,0,0,영업중,01,냉동냉장설비 등,1,,,,01,1,25134.15,0215449898,,,대구광역시 수성구 대흥동 869,650,2025-12-22 11:36:27
3470000,2015347008632500001,2015-04-14,영업/정상,,,,,,42603,(주)케이티서비스 남부,I,0,0,2025-12-15 16:15:28,대구광역시 달서구 선원로 7 (신당동),법인,5000,8205,영업중,01,"랙(RACK)설치, 소터기설치/지게차, 핸드리프트 등",1,,,,01,2,3574.82,0535930506,334847.191883854    ,263255.981834134    ,대구광역시 달서구 신당동 1660-1,5,2025-02-20 13:54:13
3470000,2013347008632500004,2013-02-26,폐업,2025-11-17,,,,704-390,,(주)지오팜,I,0,0,2026-01-08 22:26:45,대구광역시 달서구 월배로5길 19 (유천동),법인,10000,0.00,폐업,03,"지게차, 콤베어",,,,1,03,1,2217.54,0536443399,,,대구광역시 달서구 유천동 169번지,87,2026-01-07 15:43:05
3470000,2013347008632500002,2013-02-26,영업/정상,,,,,704-948,,(주)한진,I,0,0,2025-12-15 16:15:28,대구광역시 달서구 호산동로 94 (호산동),법인,9080,0.00,영업중,01,"렉설치, 지게차, 자동C/V설비",1,1,,,01,1,3450.48,0535935524,334230.828822873    ,261391.712895051    ,대구광역시 달서구 호산동 707번지 2호,8,2022-03-03 09:37:48
3470000,2013347008632500001,2013-02-26,폐업,2026-01-05,,,,704-190,,씨제이대한통운(주),U,0,0,2026-01-22 22:26:45,대구광역시 달서구 성서공단로 235 (장동),법인,,0,폐업,03,,,,,,03,3,2049.44,0535832611,336198.702040929    ,260628.415315211    ,대구광역시 달서구 장동 306번지 111호,,2026-01-21 10:20:49
3470000,2013347008632500003,2013-02-26,폐업,,,,,704-833,,(주)한진,I,0,0,2025-12-15 16:15:28,대구광역시 달서구 성서4차첨단로 226 (월암동),법인,9080,1122.60,폐업,03,지게차,1,1,,,03,1,1122.60,0535935524,337201.767098434    ,259837.094145711    ,대구광역시 달서구 월암동 1107번지 8호,8,2016-10-21 16:59:41
3470000,2022347018432500001,2022-08-11,영업/정상,,,,,,42719,쿠팡로지스틱스서비스 유한회사,I,0,0,2025-12-26 02:40:00,대구광역시 달서구 성서로35길 11 (월암동),법인,,0,영업중,01,"지게차, 네트워크 장비, PDA, 롤테이너 등",1,1,,,01,1,5101.25,07078153241,335997.915604041    ,260171.530169697    ,대구광역시 달서구 월암동 1-65,132,2025-12-24 09:31:59
3480000,2022348037032500001,2022-03-02,폐업,2025-03-26,,,,,43022,대원제이(주) 티피산단보세창고,I,0,0,2025-12-15 16:15:28,"대구광역시 달성군 유가읍 테크노순환로1길 71, 대원제이(주) 티피산단보세창고",법인,,0,폐업,03,"고정식도크80M, 지게차 2대",1,,,,03,1,2490.33,0536140018,330886.481536152    ,243325.452076391    ,대구광역시 달성군 유가읍 금리 1134-1,1,2025-05-13 13:35:35
3480000,2016348031332500001,2016-08-30,폐업,2023-12-27,,,,,42905,한국로지스풀(주),I,0,0,2025-12-15 16:15:28,대구광역시 달성군 하빈면 하빈남로 448,법인,,0,폐업,03,지게차(1대),1,,,,03,1,2631.09,0557141980,325882.665956232    ,263771.245271295    ,대구광역시 달성군 하빈면 봉촌리 768번지 30호,1,2023-12-27 15:26:02
3480000,2013348031332500005,2013-02-27,폐업,2019-06-14,,,,711-891,,세방(주),I,0,0,2025-12-15 16:15:28,대구광역시 달성군 구지면 달성2차4로 75,법인,1300,17624,폐업,03,"트럭, 지게차",1,1,1,1,03,1,5816,0542306009,328896.087037075    ,238535.276618296    ,대구광역시 달성군 구지면 예현리 760번지 3호,40,2019-07-15 14:24:15
3480000,2013348031332500004,2013-02-27,폐업,2022-10-05,,,,711-823,,주식회사 투에버 (TOEVER),I,0,0,2025-12-15 16:15:28,대구광역시 달성군 하빈면 달구벌대로8길 22,법인,,0,폐업,03,,,,,,03,1,1416.5,0537579036,326400.337853716    ,264928.220811237    ,대구광역시 달성군 하빈면 하산리 1105번지 1호,,2022-10-05 17:57:02
3480000,2013348031332500003,2013-02-27,폐업,2020-04-07,,,,711-823,,한양파렛트,I,0,0,2025-12-15 16:15:28,대구광역시 달성군 하빈면 달구벌대로8길 46,개인,,8596,폐업,03,,,,,,03,1,1717.5,,,,대구광역시 달성군 하빈면 하산리 1105번지,,2020-04-08 08:51:57
3480000,2012348031332500002,2013-02-27,폐업,2018-05-04,,,,711-822,,롯데로지스틱스(주),I,0,0,2025-12-15 16:15:28,대구광역시 달성군 하빈면 하빈로171길 28-23,법인,,17880,폐업,03,지게차 5대,1,1,,1,03,1,3666,0535827397,,,대구광역시 달성군 하빈면 대평리 340번지,5,2018-05-04 09:16:12
3480000,2025348038232500001,2025-05-13,영업/정상,,,,,,42970,씨제이대한통운(주),I,0,0,2025-12-15 16:15:28,대구광역시 달성군 옥포읍 비슬로 2194-11,법인,,2548.51,영업중,01,"물류설비, 지게차등",,1,,,01,1,2548.51,0532111368,332148.713817339    ,255138.1627866      ,대구광역시 달성군 옥포읍 본리리 2424-7,20,2025-05-23 09:28:43
3480000,2024348038232500001,2024-07-23,영업/정상,,,,,,42905,CJ대한통운(주) 대구생수센터,I,0,0,2025-12-15 16:15:28,"대구광역시 달성군 하빈면 달구벌대로8길 46, Logis All",법인,,6611.5,영업중,01,지게차 2대,1,,,,01,2,1708.5,,,,대구광역시 달성군 하빈면 하산리 1105 Logis All,2,2024-08-06 13:20:36
3480000,2023348038232500004,2023-09-26,영업/정상,,,,,,43022,쿠팡 로지스틱스 서비스 유한회사,I,0,0,2025-12-24 02:40:00,대구광역시 달성군 유가읍 테크노순환로1길 71,법인,29,0,영업중,01,"지게차4대, 핸드자키6대",1,,,,01,1,4336,0215449898,330886.481536152    ,243325.452076391    ,대구광역시 달성군 유가읍 금리 1134-1,8,2025-12-22 10:41:37
3480000,2023348038232500003,2023-09-04,폐업,2023-11-28,,,,,43022,쿠팡 로지스틱스 서비스(유),I,0,0,2025-12-15 16:15:28,"대구광역시 달성군 유가읍 테크노순환로1길 71, 1동",법인,,0,폐업,03,,,,,,03,1,1208,0215449885,330886.481536152    ,243325.452076391    ,대구광역시 달성군 유가읍 금리 1134-1,,2023-11-30 10:06:44
3480000,2023348038232500001,2023-03-14,영업/정상,,,,,,43008,쿠팡 풀필먼트서비스(유),I,0,0,2025-12-15 16:15:28,대구광역시 달성군 구지면 국가산단대로46길 113,법인,,0,영업중,01,"지게차, 메자닌, 랙, 컨베이어",1,,,,01,1,329867.95,024126579,,,대구광역시 달성군 구지면 응암리 1280,400,2025-05-12 13:35:59
3480000,2018348037032500001,2018-05-03,영업/정상,,,,,,42901,롯데글로벌로지스(주),I,0,0,2025-12-15 16:15:28,대구광역시 달성군 하빈면 하빈로171길 28-23,법인,,17880,영업중,01,지게차 5대,1,1,,1,01,1,3666,0535827396,,,대구광역시 달성군 하빈면 대평리 340번지,5,2024-05-25 14:07:56
3480000,2017348031332500001,2017-09-04,영업/정상,,,,,,,(주)한진,I,0,0,2025-12-15 16:15:28,,법인,,0,영업중,01,"지게차 2대, 파레트 자키 1대, 스트레치 랩 1대",1,,,,01,1,5144.39,0537607945,,,대구광역시 달성군 가창면 용계리 452번지,23,2022-03-02 10:29:40
3480000,2013348031332500006,2014-01-03,영업/정상,,,,,711-891,,(주)영원무역,I,0,0,2025-12-15 16:15:28,대구광역시 달성군 구지면 달성2차로 200,법인,9200,0,영업중,01,이동식 컨베이어,1,,1,1,01,3,12600,0536107948,329091.062281604    ,238616.641453511    ,대구광역시 달성군 구지면 예현리 760번지 2호,18,2021-03-22 10:11:55
3480000,2012348031332500001,2013-02-27,영업/정상,,,,,711-845,,(주) 엘엑스 판토스,I,0,0,2025-12-15 16:15:28,대구광역시 달성군 옥포면 비슬로453길 15,법인,,0,영업중,01,지게차 16대,1,1,,1,01,1,21034.67,0237711954,,,"대구광역시 달성군 옥포면 본리리 742번지 1호 , 742번지-2호",177,2024-04-24 09:01:24
3480000,2023348038232500002,2023-09-04,영업/정상,,,,,,42943,쿠팡로지스틱스서비스(유),I,0,0,2025-12-24 02:40:00,대구광역시 달성군 화원읍 사문진로 370,법인,,0,영업중,01,지게차 등,1,,,,01,1,1974.89,0215449098,,,대구광역시 달성군 화원읍 성산리 29,30,2025-12-22 10:41:55
3490000,2012349011432500028,2012-08-24,영업/정상,,,,,400-201,,(주)예인물류,I,0,0,2025-12-15 16:15:28,인천광역시 중구 월미로 206 (북성동1가),법인,,17851.00,영업중,01,"크레인, 지게차",1,,,,01,0,0,0328896622,164568.410859446    ,441865.682813106    ,"인천광역시 중구 북성동1가 97번지 9호 97-14, 15, 16",4,2021-04-21 16:10:57
3490000,2012349011432500029,2012-09-03,영업/정상,,,,,400-340,,(주)익스피다이터스코리아,I,0,0,2025-12-31 02:40:00,"인천광역시 중구 공항동로296번길 98-114, C동 202, 203호 (운서동, 공항물류단지-인천국제물류센터)",법인,,0,영업중,01,"WORK-STATION, BY PASS, 전자저울, 트럭 등",1,,,,01,1,2156.63,0234755900,,,"인천광역시 중구 운서동 2091번지 95호 자유무역지역 공항물류단지 B1블럭 C202, 203",16,2025-12-29 16:37:14
3490000,2012349011432500030,2012-09-05,영업/정상,,,,,,22379,(주)케이더블유이코리아,I,1,312,2025-12-15 16:15:28,"인천광역시 중구 공항동로296번길 98-114, 인천국제공항자유무역지역 (운서동)",법인,,0,영업중,01,"랙설치, 지게차 등",1,,,,01,1,6506.12,023222508,154030.414896295    ,441789.41987666     ,인천광역시 중구 운서동 3172-1 인천국제공항자유무역지역 B3,48,2023-07-12 11:31:11
3490000,2012349011432500031,2012-09-06,영업/정상,,,,,,22379,퀴네앤드나겔(주),I,0,0,2025-12-15 16:15:28,"인천광역시 중구 공항동로296번길 171, 에이엠비 F동 3-4,5호 (운서동)",법인,,0,영업중,01,"RACKING SYSTEM, FORKLIFT, REACH TRUCK 1대",1,,,,01,1,2072.53,0220788700,153897.388455036    ,442526.68422011     ,인천광역시 중구 운서동 3166-1 에이엠비,5,2021-12-28 10:19:44
3490000,2013349011432500002,2012-07-11,영업/정상,,,,,,22336,(주)케이씨티시 인천지점,I,0,0,2025-12-15 16:15:28,"인천광역시 중구 축항대로165번길 15 (항동7가, KCTC인천물류센터)",법인,225,0,영업중,01,지게차 등,1,1,,,01,1,14052.56,0328849337,,,인천광역시 중구 항동7가 36번지 1호,9,2022-04-28 17:12:26
3490000,2013349011432500003,2012-07-13,영업/정상,,,,,400-103,,신흥물류,I,0,0,2025-12-15 16:15:28,인천광역시 중구 서해대로 306 (신흥동3가),개인,,0,영업중,01,지게차 1대,1,,,,01,1,2080,0328836834,167075.362172976    ,439155.527614352    ,인천광역시 중구 신흥동3가 29번지 10호,1,2021-04-21 15:01:52
3490000,2013349011432500004,2012-07-25,영업/정상,,,,,400-037,,롯데글로벌로지스(주),I,0,0,2025-12-15 16:15:28,인천광역시 중구 서해대로 135 (항동7가),법인,,0,영업중,01,컨베이어 등,,1,,,01,1,2358.09,0328883355,166098.016904558    ,437753.45499326     ,인천광역시 중구 항동7가 104번지 4호,45,2021-04-21 17:04:13
3490000,2013349011432500007,2012-08-03,영업/정상,,,,,,22381,코스모항운(주),I,0,0,2025-12-15 16:15:28,"인천광역시 중구 공항동로295번길 77-45, 외항사화물터미널 C동 43,44,45,46 게이트호 (운서동)",법인,0,0,영업중,01,지게차 등,1,,,,01,1,3348,0327429595,152176.517269589    ,440651.40054171     ,"인천광역시 중구 운서동 2859-4 외항사화물터미널 C동 43,44,45,46 게이트",65,2021-08-17 13:40:13
3490000,2013349011432500008,2012-08-03,영업/정상,,,,,,22379,(주)하나로티앤에스,I,0,0,2025-12-15 16:15:28,"인천광역시 중구 공항동로296번길 97-49, 인천국제공항자유무역지역 G4동 (운서동)",법인,,0,영업중,01,"지게차 5대, 11톤 2대 롤러베드 1대, 화물엘리베이터 1대, 워크스테이션 1식, 전자저울, 1톤 4대, 화물보관랙",1,,,,01,1,4140.55,07076002034,153521.439772104    ,442333.137565749    ,인천광역시 중구 운서동 3165-1 인천국제공항자유무역지역,43,2023-06-13 10:11:30
3490000,2013349011432500009,2012-08-03,영업/정상,,,,,,22336,(주)다해통상,I,0,0,2025-12-15 16:15:28,인천광역시 중구 서해대로293번길 117 (항동7가),법인,,20888,영업중,01,"지게차 3대, 이동식도크 1대",1,,,,01,0,0,0328812905,165829.54913194     ,439509.955956239    ,인천광역시 중구 항동7가 36번지 3호,5,2021-04-21 14:57:39
3490000,2013349011432500010,2012-08-06,영업/정상,,,,,,22379,롯데글로벌로지스(주),I,1,367.29,2025-12-15 16:15:28,"인천광역시 중구 공항동로296번길 146-2 (운서동, 현대로지스틱스)",법인,50000,0,영업중,01,"지게차, WORKSTATION, 계근대, 엑스레이검색대, 보안카메라 53대 등",1,,,,01,1,2630.36,0327459425,,,인천광역시 중구 운서동 2091번지 95호 자유무역지역 C4,24,2024-08-30 09:30:02
3490000,2014349011432500002,2014-02-14,영업/정상,,,,,400-800,,(주)농협물류 인천영업소,I,0,0,2025-12-15 16:15:28,인천광역시 중구 서해대로293번길 117 (항동7가),법인,,14573,영업중,01,지게차 7대(핸들러: 리치스테커 1대 포함),,1,,,01,0,0,0221312151,165829.54913194     ,439509.955956239    ,인천광역시 중구 항동7가 36번지 3호,1,2025-02-17 13:08:25
3490000,2015349011432500002,2015-01-19,영업/정상,,,,,400-103,,(주)아이엘씨,I,0,0,2025-12-15 16:15:28,인천광역시 중구 축항대로296번길 145 (신흥동3가),법인,,0,영업중,01,"지게차 21대(특수장비 6대 포함), 렉장비",1,,,,01,4,30201.87,0328915102,166791.668346412    ,437053.611033743    ,인천광역시 중구 신흥동3가 39번지 29호,2,2021-04-21 17:02:58
3490000,2015349013232500001,2015-05-28,영업/정상,,,,,400-801,,씨제이대한통운(주),I,0,0,2025-12-15 16:15:28,인천광역시 중구 축항대로 100 (항동7가),법인,65,4092.68,영업중,01,"지게차 1대(3톤), PALLET RACK",1,,,,01,1,1764.42,0327705245,165233.528034316    ,439336.162437481    ,인천광역시 중구 항동7가 27번지 51호,2,2024-04-17 09:46:24
3490000,2015349013232500002,2015-09-09,영업/정상,,,,,,22337,한국물류창고,I,0,0,2025-12-15 16:15:28,인천광역시 중구 축항대로 202 (항동7가),개인,0,5902.4,영업중,01,-,1,,,,01,1,3200,0328843141,,,,2,2021-04-21 14:50:05
3490000,2016349013232500001,2016-07-13,영업/정상,,,,,,22342,한국일본통운(주),I,0,0,2025-12-15 16:15:28,"인천광역시 중구 서해대로 143, 항동드림물류센터 2층 (항동7가)",법인,11000,0,영업중,01,"랙 선반, 지게차 3대 등",1,,,,01,1,8424.98,0328814011,166169.108725064    ,437892.035024807    ,인천광역시 중구 항동7가 104-7,8,2024-11-20 09:01:53
3490000,2016349013232500002,2016-08-01,영업/정상,,,,,,22343,(주)비지에프로지스,I,0,0,2025-12-15 16:15:28,"인천광역시 중구 축항대로296번길 172 (신흥동3가, 신대륙)",법인,,0,영업중,01,"선반, 지게차, 컨베이어, DPS 등",1,1,,,01,1,5289.26,07052143092,166493.672405943    ,436923.63672738     ,인천광역시 중구 신흥동3가 71번지 2호,17,2023-01-06 09:22:06
3490000,2017349014832500001,2017-01-19,영업/정상,,,,,,22353,한성유엔씨(주),I,0,0,2025-12-15 16:15:28,인천광역시 중구 축항대로118번길 114 (항동7가),법인,,14556.48,영업중,01,"코끼리 지게차, 지게차, 운반용구 프레임",,,1,1,01,8,4643.52,023356685,164796.33548972     ,438248.093803353    ,인천광역시 중구 항동7가 82번지 4호,6,2021-04-21 13:48:36
