개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3000000,300000004820180004,2018-08-20,,영업/정상,,,,,0,,03169,서촌도그살롱,I,000,2026-01-13 18:17:32,"서울특별시 종로구 사직로*길 *-*, *층 ***호 (필운동)",,정상,0000,01,,,,서울특별시 종로구 필운동 *** ,2022-04-28 18:11:01
3010000,301000004820180008,2018-10-01,,폐업,2022-09-27,,,,0,,04501,백슬동물병원,I,000,2026-01-13 18:18:02,"서울특별시 중구 만리재로 ***, 한라비발디센트럴 *층상가 (만리동*가)",,폐업,0002,03,,,,서울특별시 중구 만리동*가 **-* ,2022-09-27 15:31:43
3010000,301000004820180006,2018-09-12,,폐업,2025-12-18,,,,0,,04589,COZY,I,000,2026-01-13 18:18:02,"서울특별시 중구 청구로 **, *층 (신당동)",,폐업,0002,03,0222536686,201252.508004421    ,450817.329698139    ,서울특별시 중구 신당동 ***-** ,2025-12-18 18:07:55
3010000,301000004820180009,2018-10-01,,영업/정상,,,,,0,,04595,남산동물병원,I,000,2026-01-13 18:18:02,"서울특별시 중구 다산로 **, *상가동 ***호 (신당동, 남산타운)",,정상,0000,01,22568275,,,서울특별시 중구 신당동 *** 남산타운 ,2022-04-28 18:11:03
3010000,301000004820180011,2018-10-11,,영업/정상,,,,,0,,04598,미래지동물의료센터,I,000,2026-01-13 18:18:02,"서울특별시 중구 다산로 ***, *층 (신당동)",,정상,0000,01,22337574,200783.119589726    ,450153.784342829    ,서울특별시 중구 신당동 ***-** ,2024-11-08 17:54:42
3010000,301000004820190002,2019-03-07,,영업/정상,,,,,0,,04584,애뚜애뚜,I,000,2026-01-13 18:18:02,"서울특별시 중구 다산로**길 **, *-*층 (신당동)",,정상,0000,01,0222337943,201556.450686404    ,450973.268089566    ,서울특별시 중구 신당동 **-** ,2022-04-28 18:11:03
3010000,301000004820250001,2025-04-28,,영업/정상,,,,,0,,04586,숲냥숲냥,I,000,2026-01-13 18:18:02,"서울특별시 중구 청구로*길 **, 중앙빌딩 *층 (신당동)",,정상,0000,01,,201302.851934591    ,451115.096946194    ,서울특별시 중구 신당동 ***-** 중앙빌딩 ,2025-04-28 15:47:24
3010000,301000004820190007,2019-05-03,,영업/정상,,,,,0,,04596,유한회사 한국동물보육원연합회,I,L00,2026-01-13 18:18:02,"서울특별시 중구 동호로*길 **, ***호 (신당동)",,정상,0000,01,0222332513,200893.0430559      ,449947.401377686    ,서울특별시 중구 신당동 ***-*** ,2025-06-17 14:28:09
3010000,301000004820210001,2021-10-13,,영업/정상,,,,,0,,04608,디어코코,I,000,2026-01-13 18:18:02,"서울특별시 중구 동호로**길 **, 디오빌딩 *층, *층 (신당동)",,정상,0000,01,,201006.881961001    ,450751.769791936    ,서울특별시 중구 신당동 ***-* 디오빌딩 ,2022-04-28 18:11:06
3010000,301000004820230001,2023-12-04,,영업/정상,,,,,0,,04595,힐스타운 동물병원,I,000,2026-01-13 18:18:02,"서울특별시 중구 다산로 **, 스포츠상가동 ***-*호 (신당동, 남산타운)",,정상,0000,01,0222377582,,,서울특별시 중구 신당동 *** 남산타운 ,2024-02-07 09:55:38
3010000,301000004820240001,2024-06-12,,영업/정상,,,,,0,,04608,디어코코 별관,I,000,2026-01-13 18:18:02,"서울특별시 중구 청구로**길 **, 대동빌딩 *층 (신당동)",,정상,0000,01,,,,서울특별시 중구 신당동 *** 대동빌딩 ,2025-11-27 17:34:51
3010000,301000004820240002,2024-08-06,,영업/정상,,,,,0,,04573,강아지야 놀자,I,L00,2026-01-13 18:18:02,"서울특별시 중구 난계로**길 **, 의성빌딩 *층 (황학동)",,정상,0000,01,0222317570,,,서울특별시 중구 황학동 **** 의성빌딩 ,2025-12-01 10:45:38
3010000,301000004820190006,2019-05-03,,영업/정상,,,,,0,,04585,강아지 마법사 골드맘,I,000,2026-01-13 18:18:02,"서울특별시 중구 다산로**나길 **, 동심빌딩 ***호 (신당동)",,정상,0000,01,,201470.91154056     ,451066.603311893    ,서울특별시 중구 신당동 ***-** ,2022-04-28 18:11:04
3020000,302000004820180017,2018-09-06,,폐업,2024-12-10,,,,0,,04427,24시 시유동물메디컬센터,I,000,2026-01-13 18:16:32,서울특별시 용산구 이촌로**길 ** (이촌동),,폐업,0002,03,027930075,197270.042278677    ,446419.923247168    ,서울특별시 용산구 이촌동 ***-** ,2024-12-12 10:00:16
3020000,302000004820250004,2025-10-31,,영업/정상,,,,,0,,04317,놀러오개 애견유치원 애견호텔 용산점,I,L00,2026-01-13 18:16:33,"서울특별시 용산구 효창원로**길 **, 잉한빌딩 *층 (효창동)",,정상,0000,01,,196624.028530468    ,448612.538602611    ,서울특별시 용산구 효창동 *-*** 잉한빌딩 ,2025-10-31 09:49:33
3020000,302000004820180027,2018-09-14,,폐업,2022-05-20,,,,0,,04401,메이펫케어,I,000,2026-01-13 18:16:32,"서울특별시 용산구 대사관로 **, *층 (한남동)",,폐업,0002,03,027974410,200175.519852569    ,447940.562169519    ,서울특별시 용산구 한남동 ***-*** *층 ,2022-05-23 09:51:40
3020000,302000004820180048,2018-10-26,,폐업,2020-06-24,,,,0,,04406,청화동물병원,I,000,2026-01-13 18:16:32,"서울특별시 용산구 보광로 **, 태광빌딩 *층 (이태원동)",,폐업,0002,03,027927602,199561.725326528    ,447651.513862738    ,서울특별시 용산구 이태원동 **-* 태광빌딩 *층 ,2022-04-28 18:11:00
3020000,302000004820190010,2019-12-04,,폐업,2021-11-23,,,,0,,04366,꼬리살랑,I,000,2026-01-13 18:16:32,"서울특별시 용산구 원효로 ***, *층 (원효로*가)",,폐업,0002,03,0216701612,196370.91788949     ,448005.891835529    ,서울특별시 용산구 원효로*가 **-* *층 ,2022-04-28 18:11:01
3020000,302000004820200007,2020-04-10,,폐업,2021-09-06,,,,0,,04417,(주)플래닛오브독스,I,L00,2026-01-13 18:16:32,"서울특별시 용산구 한남대로**길 **, 지하*층, 지상*층 (한남동)",,폐업,0002,03,027959644,200227.605775761    ,448888.288681311    ,"서울특별시 용산구 한남동 ***-*** 지하*층, 지상*층 ",2022-04-28 18:11:01
3020000,302000004820220004,2022-03-02,,폐업,2024-12-31,,,,0,,04366,루피네,I,000,2026-01-13 18:16:32,"서울특별시 용산구 새창로 ***-*, 성취빌딩 ***호 (원효로*가)",,폐업,0002,03,0264878716,196553.602952031    ,448051.04702993     ,서울특별시 용산구 원효로*가 **-* 성취빌딩 ***호,2024-12-31 13:05:20
3020000,302000004820180044,2018-09-21,,취소/말소/만료/정지/중지,2024-08-01,,,,0,,04391,우쭈쭈,I,000,2026-01-13 18:16:32,"서울특별시 용산구 이태원로**길 **-*, *층 (이태원동)",,말소,0004,04,0262127411,199396.732140732    ,447874.334199952    ,서울특별시 용산구 이태원동 ***-** *층 ,2024-08-02 17:21:25
3020000,302000004820230002,2023-07-21,,폐업,2024-12-02,,,,0,,04345,올리스펫하우스,I,000,2026-01-13 18:16:33,"서울특별시 용산구 회나무로**길 **, *층 (이태원동)",,폐업,0002,03,,199136.135911592    ,448569.072922266    ,서울특별시 용산구 이태원동 ***-*** ,2024-12-03 10:24:23
3020000,302000004820180004,2018-05-18,,영업/정상,,,,,0,,04419,더힐동물의료센터,I,000,2026-01-13 18:16:32,"서울특별시 용산구 독서당로 **-*, 아이리스프라자 지상*층 (한남동)",,정상,0000,01,027928275,200779.182          ,448049.195666666    ,서울특별시 용산구 한남동 **-* 아이리스프라자 *층 ,2022-04-28 18:10:59
3020000,302000004820180011,2018-09-06,,영업/정상,,,,,0,,04345,이태원동물병원,I,L00,2026-01-13 18:16:32,"서울특별시 용산구 녹사평대로 ***, *층 (이태원동)",,정상,0000,01,027976677,,,서울특별시 용산구 이태원동 *** ,2023-07-26 13:59:57
3020000,302000004820180013,2018-09-06,,영업/정상,,,,,0,,04426,(주)이상윤동물병원,I,L00,2026-01-13 18:16:32,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,027925455,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호,2022-04-28 18:11:00
3020000,302000004820180015,2018-09-06,,영업/정상,,,,,0,,04426,베이동물병원,I,000,2026-01-13 18:16:32,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,027497588,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 **동 ***호,2022-04-28 18:11:00
3020000,302000004820180019,2018-09-06,,영업/정상,,,,,0,,04403,펫토이동물병원,I,000,2026-01-13 18:16:32,서울특별시 용산구 대사관로 ** (한남동),,정상,0000,01,027952184,200079.108817319    ,447917.947059496    ,서울특별시 용산구 한남동 ***-** ,2022-04-28 18:11:00
3020000,302000004820180029,2018-09-14,,영업/정상,,,,,0,,04325,남산동물병원,I,000,2026-01-13 18:16:32,서울특별시 용산구 후암로 ** (후암동),,정상,0000,01,027787582,197907.242547187    ,449803.89961095     ,서울특별시 용산구 후암동 **-* ,2022-04-28 18:11:00
3020000,302000004820180031,2018-09-14,,영업/정상,,,,,0,,04344,라온동물병원,I,000,2026-01-13 18:16:32,서울특별시 용산구 회나무로**길 * (이태원동),,정상,0000,01,027927585,199007.769113841    ,448599.20104052     ,서울특별시 용산구 이태원동 ***-** ,2024-05-23 16:29:01
3020000,302000004820180033,2018-09-14,,영업/정상,,,,,0,,04359,민트동물병원,I,000,2026-01-13 18:16:32,"서울특별시 용산구 원효로 **, ***호 (산천동, 삼성테마트)",,정상,0000,01,027072235,,,서울특별시 용산구 산천동 *** 삼성테마트 ***호,2022-04-28 18:11:00
3020000,302000004820180035,2018-09-14,,영업/정상,,,,,0,,04418,달래동물의료센터,I,000,2026-01-13 18:16:32,"서울특별시 용산구 한남대로 **, 한남프라자 *층 (한남동)",,정상,0000,01,027941255,200506.187313451    ,448146.173245501    ,서울특별시 용산구 한남동 ***-** 한남프라자 *층 ,2024-09-28 17:03:17
3020000,302000004820180042,2018-09-21,,영업/정상,,,,,0,,04385,바다동물병원,I,000,2026-01-13 18:16:32,"서울특별시 용산구 서빙고로 **, ***동 B**호 (용산동*가, 파크타워)",,정상,0000,01,027922561,,,서울특별시 용산구 용산동*가 ** 파크타워 ***동 B**호,2022-04-28 18:11:00
3020000,302000004820190005,2019-04-04,,영업/정상,,,,,0,,04338,펫그라운드_해방촌,I,000,2026-01-13 18:16:32,"서울특별시 용산구 신흥로 **, 지하*층 (용산동*가)",,정상,0000,01,027499990,198824.282615415    ,449019.314987909    ,서울특별시 용산구 용산동*가 **-* 지하*층 ,2023-03-28 09:14:03
3020000,302000004820190006,2019-04-19,,영업/정상,,,,,0,,04309,원스동물병원,I,000,2026-01-13 18:16:32,"서울특별시 용산구 청파로**길 **, 지상*층 (청파동*가)",,정상,0000,01,027198275,197234.131475852    ,449191.560826572    ,서울특별시 용산구 청파동*가 **-** 지상*층 ,2022-04-28 18:11:00
3020000,302000004820200003,2020-01-28,,영업/정상,,,,,0,,04317,도기캠프,I,000,2026-01-13 18:16:32,"서울특별시 용산구 백범로 ***, 상가동 B***,B***호 (효창동, 용산 롯데캐슬 센터포레)",,정상,0000,01,027145999,,,"서울특별시 용산구 효창동 **-* 용산 롯데캐슬 센터포레 B***,B***호 ",2022-04-28 18:11:01
3020000,302000004820200011,2020-08-24,,영업/정상,,,,,0,,04346,아츠,I,000,2026-01-13 18:16:32,서울특별시 용산구 회나무로**길 ** (이태원동),,정상,0000,01,,199255.964453454    ,448561.235681106    ,서울특별시 용산구 이태원동 ***-* ,2023-11-24 09:06:05
3020000,302000004820200013,2020-12-01,,영업/정상,,,,,0,,04387,다줄,I,000,2026-01-13 18:16:32,"서울특별시 용산구 서빙고로 **, 용산센트럴파크 해링턴스퀘어 *층 **호 (한강로*가)",,정상,0000,01,027980077,,,서울특별시 용산구 한강로*가 **-** 용산센트럴파크 해링턴스퀘어 *층 **호 ,2022-04-28 18:11:01
3020000,302000004820210007,2021-04-12,,영업/정상,,,,,0,,04351,베럴라이프(BetterLife),I,000,2026-01-13 18:16:32,"서울특별시 용산구 이태원로 ***-*, *층 (이태원동)",,정상,0000,01,,199003.844877925    ,448030.3064588      ,서울특별시 용산구 이태원동 **-** *층 ,2024-08-14 15:54:14
3020000,302000004820210009,2021-07-12,,영업/정상,,,,,0,,04345,케이나인클럽하우스(K9 ClubHouse),I,000,2026-01-13 18:16:32,서울특별시 용산구 회나무로 **-*(이태원동),,정상,0000,01,,199095.51043807     ,448569.368547126    ,서울특별시 용산구 이태원동 ***-** ,2022-04-28 18:11:01
3020000,302000004820210010,2021-07-19,,영업/정상,,,,,0,,04425,금강동물병원,I,000,2026-01-13 18:16:32,"서울특별시 용산구 이촌로 ***, 렉스상가 *-*, *-*호 (이촌동)",,정상,0000,01,027987512,198165.767858385    ,446185.244544796    ,"서울특별시 용산구 이촌동 ***-*** 렉스상가 *-*,*-*호 ",2022-04-28 18:11:01
3020000,302000004820210012,2021-10-08,,영업/정상,,,,,0,,04419,하울팟 한남점,I,L00,2026-01-13 18:16:32,"서울특별시 용산구 독서당로 ***, *,*층 (한남동)",,정상,0000,01,,200955.892430557    ,448262.752932404    ,서울특별시 용산구 한남동 *-* ,2024-07-30 11:14:13
3020000,302000004820210013,2021-10-20,,영업/정상,,,,,0,,04364,프리독스,I,000,2026-01-13 18:16:32,"서울특별시 용산구 원효로 ***-*, *층 (원효로*가)",,정상,0000,01,,196692.10104013     ,448261.78417646     ,서울특별시 용산구 원효로*가 **-* *층 ,2022-04-28 18:11:01
3020000,302000004820210015,2021-11-03,,영업/정상,,,,,0,,04346,독클래스,I,L00,2026-01-13 18:16:32,"서울특별시 용산구 회나무로**길 *, *,*층 (이태원동)",,정상,0000,01,0260144242,199563.989700202    ,448722.238885216    ,"서울특별시 용산구 이태원동 *-* *,*층 ",2022-09-05 20:30:40
3020000,302000004820220003,2022-01-06,,영업/정상,,,,,0,,04315,개님살롱,I,000,2026-01-13 18:16:32,"서울특별시 용산구 원효로**길 **, *층 ***호 (원효로*가, 용산더프라임)",,정상,0000,01,027049887,,,서울특별시 용산구 원효로*가 ** 용산더프라임 주거동 ***호,2022-04-28 18:11:01
3020000,302000004820220005,2022-06-28,,영업/정상,,,,,0,,04390,아이조아 요양보호소 서울점,I,000,2026-01-13 18:16:32,"서울특별시 용산구 녹사평대로**길 **, *층 (이태원동)",,정상,0000,01,,199069.934522247    ,447914.896960472    ,서울특별시 용산구 이태원동 **-** *층 ,2022-06-30 13:34:30
3020000,302000004820220006,2022-10-17,,영업/정상,,,,,0,,04385,쿠이다르,I,000,2026-01-13 18:16:33,"서울특별시 용산구 서빙고로 **, ***호 (용산동*가, 파크타워아파트)",,정상,0000,01,,197527.309705578    ,446787.344790036    ,서울특별시 용산구 용산동*가 **-* 파크타워아파트 ,2022-10-17 11:44:01
3020000,302000004820230001,2023-03-16,,폐업,2025-04-30,,,,0,,04352,페츠베리머치 카페,I,L00,2026-01-13 18:16:33,서울특별시 용산구 한강대로**길 **(남영동),,폐업,0002,03,07040102561,197601.685379703    ,449037.788561661    ,서울특별시 용산구 남영동 **-* ,2026-01-09 13:49:54
3020000,302000004820230003,2023-10-26,,영업/정상,,,,,0,,04351,플러피캣(fluffy cat),I,000,2026-01-13 18:16:33,"서울특별시 용산구 이태원로 ***, *층 (이태원동)",,정상,0000,01,,,,서울특별시 용산구 이태원동 ***-** ,2023-10-26 09:11:46
3020000,302000004820240001,2024-05-13,,영업/정상,,,,,0,,04315,호텔 독스,I,L00,2026-01-13 18:16:33,"서울특별시 용산구 청파로 ***, ***, ***, ***호 (문배동, 이안용산프리미어)",,정상,0000,01,0218117161,197308.277067723    ,448484.960682783    ,서울특별시 용산구 문배동 *-* 이안용산프리미어 ,2024-05-13 07:55:07
3020000,302000004820240002,2024-06-28,,영업/정상,,,,,0,,04426,안녕네모,I,000,2026-01-13 18:16:33,"서울특별시 용산구 이촌로 ***, **동 ***호 (이촌동, 한강맨션)",,정상,0000,01,,197722.571038558    ,446344.591216568    ,서울특별시 용산구 이촌동 ***-** 한강맨션 ,2024-06-28 09:05:20
3020000,302000004820240003,2024-07-08,,영업/정상,,,,,0,,04392,멍멍샵 플러스,I,000,2026-01-13 18:16:33,"서울특별시 용산구 보광로 **, *층 (이태원동)",,정상,0000,01,027950765,199489.545994127    ,447671.440527924    ,서울특별시 용산구 이태원동 **-* ,2024-07-08 14:22:16
3020000,302000004820240005,2024-10-24,,영업/정상,,,,,0,,04410,멍키즈,I,000,2026-01-13 18:16:33,"서울특별시 용산구 독서당로 **, ***동 ***호 (한남동)",,정상,0000,01,,200580.674245336    ,447632.608371695    ,서울특별시 용산구 한남동 ***-* ,2024-10-24 18:44:29
3020000,302000004820240006,2024-12-10,,영업/정상,,,,,0,,04401,너즐리,I,000,2026-01-13 18:16:33,"서울특별시 용산구 대사관로**길 *, ***플레이스 지*층 (한남동)",,정상,0000,01,,200433.823950083    ,447936.029078731    ,서울특별시 용산구 한남동 ***-*** ,2024-12-10 18:41:32
3020000,302000004820250001,2025-04-15,,영업/정상,,,,,0,,04378,스니퍼(sniffur),I,000,2026-01-13 18:16:33,"서울특별시 용산구 한강대로 **, *층 ***호 (한강로*가, 용산푸르지오써밋)",,정상,0000,01,,,,서울특별시 용산구 한강로*가 *** 용산푸르지오써밋 ,2025-04-15 16:26:06
3020000,302000004820250002,2025-08-05,,영업/정상,,,,,0,,04359,REST & GROW,I,000,2026-01-13 18:16:33,"서울특별시 용산구 원효로 **, *층 ***호 (산천동, 삼성테마트)",,정상,0000,01,,,,서울특별시 용산구 산천동 *** 삼성테마트 ,2025-08-05 08:59:49
3020000,302000004820250003,2025-08-08,,영업/정상,,,,,0,,04410,HRC 런 클럽,I,000,2026-01-13 18:16:33,"서울특별시 용산구 독서당로 **, *층 (한남동)",,정상,0000,01,,200531.856855911    ,447859.178303775    ,서울특별시 용산구 한남동 **-* ,2025-08-08 17:38:47
3020000,302000004820180024,2018-09-14,,폐업,2020-11-23,,,,0,,04345,다독,I,000,2026-01-13 18:16:32,"서울특별시 용산구 녹사평대로**길 *, *층 (이태원동)",,폐업,0002,03,027499519,,,서울특별시 용산구 이태원동 *** *층 ,2022-04-28 18:11:00
3030000,303000004820250004,2025-12-20,,영업/정상,,,,,0,,04735,서울테일즈,I,000,2026-01-13 18:59:04,"서울특별시 성동구 한림말*길 **-*, 지층 (옥수동)",,정상,0000,01,,201312.554953124    ,449048.148127595    ,서울특별시 성동구 옥수동 ***-* ,2025-12-20 14:41:44
3030000,303000004820200008,2020-04-17,,폐업,2025-12-15,,,,0,,04778,서울숲 dogs,I,000,2026-01-13 18:59:04,"서울특별시 성동구 왕십리로 **, *층 *호 (성수동*가)",,폐업,0002,03,024683694,203934.499467547    ,449210.380042967    ,서울특별시 성동구 성수동*가 ***-* 프렌치모터스(주) ,2025-12-16 09:07:33
3030000,303000004820260002,2026-01-21,,영업/정상,,,,,0,,04707,몽아띠,I,000,2026-01-22 22:02:50,"서울특별시 성동구 무학로*길 **, *층 ***호 (도선동)",,정상,0000,01,,202736.542636491    ,451293.244283327    ,서울특별시 성동구 도선동 ***-* ,2026-01-21 15:24:58
3030000,303000004820180001,2018-04-30,,폐업,2023-05-18,,,,0,,04781,(주)이마트 성수점 몰리스,I,L00,2026-01-13 18:59:04,"서울특별시 성동구 뚝섬로 ***, 이마트 성수점 (성수동*가)",,폐업,0002,03,0221045024,204614.272744322    ,448607.441251647    ,서울특별시 성동구 성수동*가 ***-** 이마트 성수점 ,2023-05-19 13:26:59
3030000,303000004820180006,2018-07-17,,폐업,2020-04-28,,,,0,,04721,신당햇살동물병원,I,000,2026-01-13 18:59:04,서울특별시 성동구 행당로*길 ** (금호동*가),,폐업,0002,03,0222994696,202087.93384541     ,450566.859958878    ,서울특별시 성동구 금호동*가 ***-** ,2022-04-28 18:10:55
3030000,303000004820180008,2018-07-19,,폐업,2023-11-01,,,,0,,04737,펫365동물병원,I,000,2026-01-13 18:59:04,"서울특별시 성동구 독서당로 ***, 김진산부인과 *층 (금호동*가)",,폐업,0002,03,0222823653,,,서울특별시 성동구 금호동*가 *** 김진산부인과 ,2024-01-12 18:04:04
3030000,303000004820180009,2018-08-03,,폐업,2020-04-08,,,,0,,04722,동물병원 소풍,I,000,2026-01-13 18:59:04,"서울특별시 성동구 금호로 ***, *층 **호 (금호동*가, 신금호파크자이)",,폐업,0002,03,0222371975,,,서울특별시 성동구 금호동*가 * 신금호파크자이 ,2022-04-28 18:10:55
3030000,303000004820180015,2018-08-23,,폐업,2019-06-25,,,,0,,04744,뚱블리,I,000,2026-01-13 18:59:04,"서울특별시 성동구 왕십리로 ***, 왕십리가축병원 (행당동)",,폐업,0002,03,,,,서울특별시 성동구 행당동 *** 왕십리가축병원 ,2022-04-28 18:10:55
3030000,303000004820180018,2018-08-23,,폐업,2025-02-12,,,,0,,04734,함께하는 동물병원,I,000,2026-01-13 18:59:04,서울특별시 성동구 독서당로 *** (옥수동),,폐업,0002,03,0222993283,201090.457551438    ,448973.457054604    ,서울특별시 성동구 옥수동 ***-* ,2025-02-12 13:04:29
3030000,303000004820180019,2018-08-23,,폐업,2022-12-08,,,,0,,04801,강아지song,I,000,2026-01-13 18:59:04,"서울특별시 성동구 광나루로**길 **-*, 송정약국 *층 (송정동)",,폐업,0002,03,024668543,205788.686163691    ,449668.451899142    ,서울특별시 성동구 송정동 **-** 송정약국 ,2022-12-09 13:42:35
3030000,303000004820180024,2018-08-23,,폐업,2022-10-27,,,,0,,04700,마이뷰티독,I,000,2026-01-13 18:59:04,"서울특별시 성동구 마장로 *** (상왕십리동, 텐즈힐)",,폐업,0002,03,,,,서울특별시 성동구 상왕십리동 *** 텐즈힐 ,2022-10-27 16:49:02
3030000,303000004820180032,2018-09-14,,폐업,2020-02-04,,,,0,,04707,SL동물병원,I,000,2026-01-13 18:59:04,"서울특별시 성동구 왕십리로 ***, *층 (도선동)",,폐업,0002,03,0222998575,,,서울특별시 성동구 도선동 ***-* ,2022-04-28 18:10:56
3030000,303000004820180038,2018-09-14,,폐업,2023-06-07,,,,0,,04710,버블퍼피,I,000,2026-01-13 18:59:04,서울특별시 성동구 무학봉길 ** (하왕십리동),,폐업,0002,03,,202558.335435687    ,450951.715052434    ,서울특별시 성동구 하왕십리동 ***-* ,2023-06-12 15:08:27
3030000,303000004820180039,2018-09-14,,폐업,2023-09-08,,,,0,,04775,서울숲동물병원,I,000,2026-01-13 18:59:04,"서울특별시 성동구 뚝섬로 ***, 승민카센타 *층 (성수동*가)",,폐업,0002,03,024662475,204634.716530413    ,448539.505219065    ,서울특별시 성동구 성수동*가 ***-* 승민카센타 ,2023-09-08 14:41:01
3030000,303000004820180044,2018-10-01,,폐업,2024-06-29,,,,0,,04731,스테이 동물병원,I,000,2026-01-13 18:59:04,"서울특별시 성동구 매봉길 **, B동 ***호 (옥수동, 이편한세상옥수파크힐스)",,폐업,0002,03,,,,서울특별시 성동구 옥수동 *** 이편한세상옥수파크힐스 ,2024-07-02 17:39:28
3030000,303000004820180051,2018-10-01,,폐업,2022-12-19,,,,0,,04743,서울숲 개구쟁이,I,000,2026-01-13 18:59:04,"서울특별시 성동구 금호로 **, *층 **-*호 (금호동*가)",,폐업,0002,03,0222819005,,,서울특별시 성동구 금호동*가 **-* ,2022-12-20 11:37:55
3030000,303000004820180057,2018-10-08,,폐업,2019-12-30,,,,0,,04701,개취존중,I,000,2026-01-13 18:59:04,"서울특별시 성동구 왕십리로 ***, i동 ***호 (하왕십리동, 센트라스)",,폐업,0002,03,0264898875,,,서울특별시 성동구 하왕십리동 **** 센트라스 ,2022-04-28 18:10:56
3030000,303000004820180066,2018-11-02,,폐업,2022-05-20,,,,0,,04804,24시LC동물의료센터,I,000,2026-01-13 18:59:04,"서울특별시 성동구 천호대로 ***, 동부한의원약국 (용답동)",,폐업,0002,03,0233947530,204590.476506461    ,451570.344198532    ,서울특별시 성동구 용답동 **-* 동부한의원약국 ,2022-05-20 17:40:30
